customerid,loannumber,loanamount,totaldue,termdays,closeddate_days,firstduedate_days,firstrepaiddate_days
8a858e0156b782a10156dfbdd6a1331c,2,10000.0,13000.0,30,29,29,29
8a858e0a5668e69c0156782807775d39,10,40000.0,44000.0,30,31,29,31
8a858e0a5668e69c0156782807775d39,6,30000.0,34400.0,30,29,29,29
8a858e215c7de5f2015c815830051943,1,10000.0,13000.0,30,28,31,28
8a858e4f5b809b52015b80ed27b4244f,3,10000.0,11500.0,15,13,14,13
8a858e4f5b809b52015b80ed27b4244f,6,20000.0,22250.0,15,14,14,14
8a858e5d57518f46015752de4ae9561b,4,20000.0,23800.0,30,27,29,27
8a858e675cc6685e015cc71129364424,1,10000.0,11500.0,15,21,14,21
8a858e6d58b0cc520158bf39027938cf,2,10000.0,11500.0,15,10,14,10
8a858e6d58b0cc520158bf39027938cf,9,30000.0,34500.0,30,10,30,10
8a858e885c63d379015c686565a0408f,1,10000.0,11500.0,15,13,16,13
8a858e8e59b255f50159b395d7435990,2,10000.0,11500.0,15,15,16,15
8a858ea35a28b88b015a32ef2263276d,3,10000.0,13000.0,30,45,29,45
8a858e3654e2a824015500c98d76622f,9,40000.0,44000.0,30,25,29,25
8a858e3654e2a824015500c98d76622f,6,35000.0,39450.0,30,27,29,27
8a858e3654e2a824015500c98d76622f,8,15000.0,16125.0,15,7,14,7
8a858e3c585373380158693fa8522fdd,8,15000.0,16600.0,15,0,14,0
8a858e3c585373380158693fa8522fdd,3,10000.0,11500.0,15,8,14,8
8a858e3c585373380158693fa8522fdd,12,10000.0,11350.0,15,0,14,0
8a858e3c585373380158693fa8522fdd,10,10000.0,11400.0,15,0,16,0
8a858e51584a1fc70158595f611e49e6,4,20000.0,23800.0,30,32,31,32
8a858e5b5bd99460015bd9ffce041c51,1,10000.0,13000.0,30,15,29,15
8a858e675c3fe0a1015c4df608682d94,2,10000.0,13000.0,30,17,29,17
8a858e705668e167015673997f4643f3,3,10000.0,13000.0,30,31,31,31
8a858e8d56b784480156bc6edb9004d9,13,30000.0,33000.0,30,31,31,31
8a858e8d56b784480156bc6edb9004d9,10,20000.0,21800.0,15,14,14,14
8a858e8d56b784480156bc6edb9004d9,6,10000.0,11450.0,15,15,16,15
8a858e945bfdb9e7015bfe4f9a9a2283,4,20000.0,22250.0,15,14,14,14
8a858e945bfdb9e7015bfe4f9a9a2283,1,10000.0,13000.0,30,18,30,18
8a858eba5591bf28015598d9905c1ce2,4,10000.0,13000.0,30,43,30,43
8a858eba5591bf28015598d9905c1ce2,1,10000.0,13000.0,30,11,29,11
8a858ec6560bc098015613ffe8fc317e,5,20000.0,23800.0,30,32,29,32
8a858ec6560bc098015613ffe8fc317e,3,10000.0,13000.0,30,34,31,34
8a858ece5862630201586bddffed6e88,1,10000.0,11500.0,15,7,14,6
8a858ece5862630201586bddffed6e88,2,10000.0,11500.0,15,10,14,10
8a858edb552adcfd015548d747e725f7,9,30000.0,39000.0,60,27,29,27
8a858edb552adcfd015548d747e725f7,4,10000.0,11500.0,15,2,14,2
8a858edd5c8348c4015c8706b3eb4c5c,1,10000.0,13000.0,30,27,29,27
8a858ee758a4dfbc0158ab94693037fd,8,30000.0,34500.0,30,29,29,29
8a858ee758a4dfbc0158ab94693037fd,9,30000.0,34500.0,30,28,29,28
8a858eff55a090650155c536388d2f1b,7,20000.0,24500.0,30,30,29,30
8a858eff55a090650155c536388d2f1b,6,10000.0,13000.0,30,30,29,30
8a858f0656b7820c0156bd08609f17a2,6,30000.0,34500.0,30,24,29,24
8a858f0656b7820c0156bd08609f17a2,7,30000.0,34500.0,30,25,30,25
8a858f1358b9f0740158ce1285e272cc,3,10000.0,11500.0,15,34,15,34
8a858f1358b9f0740158ce1285e272cc,5,10000.0,13000.0,30,35,30,35
8a858f1955b1c4df0155d0562e6826b5,2,10000.0,13000.0,30,34,31,34
8a858f2c59bc3fdd0159c76784c60d73,7,30000.0,34500.0,30,32,31,32
8a858f2c59bc3fdd0159c76784c60d73,4,10000.0,11450.0,15,15,14,15
8a858f355ac88945015aca084ee050c2,5,20000.0,24500.0,30,27,29,27
8a858f355ac88945015aca084ee050c2,3,20000.0,23800.0,30,27,29,27
8a858f465668e3d601566dfe49be619d,2,10000.0,13000.0,30,25,30,25
8a858f465668e3d601566dfe49be619d,5,20000.0,23800.0,30,29,29,29
8a858f4d5b809e68015b813974bc5538,4,10000.0,13000.0,30,26,31,26
8a858f5659bc0eea0159c14345343398,2,10000.0,11500.0,15,2,14,2
8a858f5659bc0eea0159c14345343398,1,10000.0,11500.0,15,13,15,13
8a858f61560bc0e501561316091908f7,6,15000.0,18200.0,30,31,31,31
8a858f61560bc0e501561316091908f7,8,30000.0,34500.0,30,17,30,17
8a858f6c570f2d66015712e38a287de4,2,10000.0,13000.0,30,31,30,31
8a858f6c570f2d66015712e38a287de4,4,20000.0,23800.0,30,30,29,30
8a858f7d5578012a01557ea194d94948,18,10000.0,10250.0,15,0,15,0
8a858f7d5578012a01557ea194d94948,3,20000.0,21900.0,15,1,16,1
8a858f7d5578012a01557ea194d94948,2,10000.0,11500.0,15,10,14,10
8a858f7d5578012a01557ea194d94948,4,20000.0,21900.0,15,4,14,4
8a858f7d5578012a01557ea194d94948,7,10000.0,11400.0,15,0,16,0
8a858f7d5578012a01557ea194d94948,9,10000.0,11350.0,15,0,16,0
8a858f8a5acc54f5015acc5609080063,1,10000.0,13000.0,30,30,29,30
8a858f935760a618015770289121231f,7,10000.0,13000.0,30,23,29,23
8a858e0a5668e69c0156831b8a43116f,3,20000.0,24500.0,30,30,29,30
8a858e0a5668e69c0156831b8a43116f,2,10000.0,13000.0,30,32,31,32
8a858e1158dc4d830158f8829c7929a1,7,20000.0,24500.0,30,26,29,26
8a858e1a59cbf7460159d0335d9a6a03,2,10000.0,13000.0,30,26,29,26
8a858e1a59cbf7460159d0335d9a6a03,6,20000.0,24500.0,30,32,32,32
8a858e2155defefd0155ed6d112c6b55,6,20000.0,21900.0,15,13,14,12
8a858e2155defefd0155ed6d112c6b55,9,20000.0,23000.0,30,28,31,28
8a858e345bd96da8015be3d7c0894a31,2,10000.0,11500.0,15,10,14,10
8a858e41579fc64b0157a8140dfb465e,9,40000.0,44800.0,30,23,29,23
8a858e41579fc64b0157a8140dfb465e,10,40000.0,44800.0,30,25,29,25
8a858e41579fc64b0157a8140dfb465e,1,10000.0,11500.0,15,0,14,0
8a858e41579fc64b0157a8140dfb465e,11,40000.0,47600.0,60,34,29,29
8a858e51584a1fc701584a20d4560048,3,10000.0,13000.0,30,27,29,27
8a858e51584a1fc701584a20d4560048,7,20000.0,24500.0,30,27,30,27
8a858e5c56f98bad0156fec9e9326a62,2,10000.0,13000.0,30,29,29,29
8a858e6d58b0cc520158c326f17f257d,9,30000.0,34500.0,30,29,31,29
8a858e6d58b0cc520158c326f17f257d,6,20000.0,21900.0,15,14,14,14
8a858e6d58b0cc520158c326f17f257d,3,10000.0,11500.0,15,15,14,15
8a858e885b68546c015b7238f22027ba,4,20000.0,24500.0,30,20,31,19
8a858e8d56b784480156d7d32d347963,1,10000.0,11500.0,15,15,14,15
8a858e9b560bbd6301560bd6568f0312,7,30000.0,34500.0,30,29,29,29
8a858e9b560bbd6301560bd6568f0312,1,10000.0,11500.0,15,14,14,14
8a858eb75c21a2b9015c24d4d3203a06,2,10000.0,13000.0,30,26,29,26
8a858ece5b0142e3015b0f3accb86c5d,4,20000.0,24500.0,30,29,29,29
8a858ece5b0142e3015b0f3accb86c5d,1,10000.0,11500.0,15,14,14,14
8a858ee75a6156c0015a635f394a5f79,2,10000.0,13000.0,30,27,31,27
8a858ee75a6156c0015a635f394a5f79,6,20000.0,24500.0,30,28,30,28
8a858ef7597cf4c501597e2416f907aa,3,20000.0,23800.0,30,28,29,28
8a858ef7597cf4c501597e2416f907aa,6,30000.0,34500.0,30,27,29,27
8a858f2d5853901a01585805b6e47e3d,2,10000.0,13000.0,30,28,29,28
8a858f2d5853901a01585805b6e47e3d,7,30000.0,34500.0,30,29,31,29
8a858f375b493337015b551f74831441,1,10000.0,13000.0,30,30,31,30
8a858f4958721a8c0158741a961b2fc3,8,30000.0,34500.0,30,27,31,27
8a858f4958721a8c0158741a961b2fc3,9,30000.0,34500.0,30,27,30,27
8a858f4958721a8c0158741a961b2fc3,7,30000.0,34500.0,30,20,31,20
8a858f54589736f40158a1b8a006728a,1,10000.0,13000.0,30,26,30,26
8a858f54589736f40158a1b8a006728a,6,20000.0,23800.0,30,24,29,24
8a858f615623747d015626ce7f865d2e,1,10000.0,13000.0,30,13,29,13
8a858f9157f7b9670157fb3f27a779e5,8,20000.0,23000.0,30,17,29,17
8a858f9157f7b9670157fb3f27a779e5,7,30000.0,36800.0,60,62,29,30
8a858f985bee01cb015bf160e3ef4c1d,2,10000.0,13000.0,30,29,31,29
8a858f9e5a41dfd7015a41f7b0ae1759,4,20000.0,21900.0,15,29,14,29
8a858fa1590804320159088fd2fa1824,2,10000.0,11500.0,15,12,14,12
8a858fa1590804320159088fd2fa1824,1,10000.0,11500.0,15,14,15,14
8a858fa5552add5d0155304f5f3f0bb3,4,20000.0,23800.0,30,33,29,33
8a858fa5552add5d0155304f5f3f0bb3,1,10000.0,11500.0,15,15,14,15
8a858faf56b7821c0156d1431b3e3d26,7,30000.0,36800.0,60,48,29,47
8a858e5856b7840c0156c2043cdf22c2,4,10000.0,13000.0,30,34,29,34
8a858e65582a517e0158352220c06174,4,20000.0,23800.0,30,31,31,31
8a858e65582a517e0158352220c06174,5,20000.0,23800.0,30,27,29,27
8a858e6d5bb44226015bb467068c0fe2,1,10000.0,11500.0,15,10,16,10
8a858e79568ec7de01568fef5675374f,1,10000.0,13000.0,30,77,29,77
8a858e9156e137c6015705964f291996,5,30000.0,34400.0,30,16,29,16
8a858e9156e137c6015705964f291996,4,20000.0,21900.0,15,12,14,12
8a858ea35d2d2f62015d309d53df2a01,1,10000.0,11500.0,15,15,15,15
8a858fa3586d20e001586e10a33b6821,7,30000.0,34400.0,30,17,29,17
8a858fa3586d20e001586e10a33b6821,4,15000.0,18350.0,30,20,30,20
8a858faa56dffac60156eed794613f9e,2,10000.0,13000.0,30,31,29,31
8a858fb4563228d201564fd7519f22a8,6,20000.0,24500.0,30,29,29,29
8a858fb4563228d201564fd7519f22a8,3,10000.0,11500.0,15,12,14,12
8a858fd35b5dfefb015b5e3c893626a2,1,10000.0,13000.0,30,32,31,32
8a858fd95b58cd70015b58e4ae861097,2,10000.0,13000.0,30,29,29,29
8a858fde56eb02280156f97f777e7683,3,10000.0,11500.0,15,11,15,11
8a858fe8586deed301586e1e5c961003,1,10000.0,13000.0,30,33,30,32
8a858ff05b909c1a015b90b058cb0df4,1,10000.0,11500.0,15,6,16,6
8a858ffd5c8d343d015c97e4929d0f31,1,10000.0,11500.0,15,14,14,14
8a858eaa55a0b8ae0155a3c170210462,1,10000.0,13000.0,30,32,31,32
8a858eed5a476a3c015a4b0017914175,5,20000.0,21900.0,15,14,14,14
8a858f295c8d307f015c90210a6848dc,1,10000.0,11500.0,15,13,16,13
8a858faf5679a83801567a8ad05d675f,1,10000.0,13000.0,30,35,31,35
8a858ff25b8b1ddb015b8b2f92ff0c68,5,20000.0,22250.0,15,14,14,14
8a85881053bc33670153c0ff6d6a38b9,7,30000.0,34400.0,30,13,29,13
8a85881053bc33670153c0ff6d6a38b9,4,20000.0,23800.0,30,21,30,21
8a85886f54517ee0015462760ec345fc,8,30000.0,34400.0,30,21,29,21
8a85886f54517ee0015462760ec345fc,4,20000.0,23800.0,30,27,31,27
8a85886f54517ee0015462760ec345fc,6,30000.0,34400.0,30,25,29,25
8a8588f853b1b2d40153b20c9e9a0666,1,10000.0,13000.0,30,36,29,36
8a8589045384bd8301539b3e362a79e8,7,30000.0,34400.0,30,23,29,23
8a8589045384bd8301539b3e362a79e8,8,30000.0,34400.0,30,30,31,30
8a8589045384bd8301539b3e362a79e8,13,40000.0,44000.0,30,29,29,29
8a8589045384bd8301539b3e362a79e8,1,5000.0,5750.0,15,6,13,6
8a8589a453bc422d0153c87530bf4e94,2,10000.0,13000.0,30,28,31,27
8a8589a453bc422d0153c87530bf4e94,1,10000.0,13000.0,30,28,29,27
8a8589a453bc422d0153c87530bf4e94,11,40000.0,47600.0,60,56,31,32
8a8589d754a05c0a0154a91416107984,2,10000.0,13000.0,30,27,31,27
8a8589d754a05c0a0154a91416107984,9,25000.0,29000.0,30,24,31,24
8a8589d754a05c0a0154a91416107984,4,15000.0,18375.0,30,26,29,26
8a858e035693e02901569d043ad712d8,2,10000.0,11500.0,15,7,14,7
8a858e035693e02901569d043ad712d8,1,10000.0,11500.0,15,7,14,7
8a858e17562dc227015630cfffe743b5,2,10000.0,13000.0,30,8,29,8
8a858e17562dc227015630cfffe743b5,9,20000.0,21800.0,15,1,14,1
8a858e17562dc227015630cfffe743b5,12,30000.0,34500.0,30,30,30,30
8a858e225c404292015c4e2b42c67bbe,1,10000.0,13000.0,30,36,29,36
8a858e2b5853023201585e93b6372b51,2,10000.0,11500.0,15,16,16,16
8a858e2b5853023201585e93b6372b51,7,20000.0,21800.0,15,23,14,23
8a858e35589c0ac00158afe810434232,2,10000.0,11500.0,15,9,14,9
8a858e35589c0ac00158afe810434232,6,10000.0,11500.0,15,17,16,17
8a858e3a54e33702015525824932748f,4,20000.0,24500.0,30,26,29,26
8a858e3a54e33702015525824932748f,5,20000.0,24500.0,30,29,29,29
8a858e4f58b9f0b40158c11270fc019f,3,10000.0,13000.0,30,27,31,27
8a858e4f58b9f0b40158c11270fc019f,4,20000.0,24500.0,30,26,31,26
8a858e3c5cac9fcc015cacb7b97a0977,1,10000.0,13000.0,30,3,30,3
8a858e585693982b01569e0079561fb1,6,30000.0,39000.0,60,32,29,30
8a858e645591c24b01559aebf3576da3,3,10000.0,13000.0,30,30,29,30
8a858e675c3fe0a1015c5315aaae176a,2,10000.0,13000.0,30,31,29,31
8a858e7e5b159af5015b16e181485f15,2,10000.0,13000.0,30,20,29,20
8a858e7e5b159af5015b16e181485f15,5,20000.0,24500.0,30,15,29,15
8a858e955cf51403015cf8be51125400,1,10000.0,11500.0,15,16,16,16
8a858eb45876dcc5015885b5a2c16618,2,10000.0,13000.0,30,29,29,29
8a858eb45876dcc5015885b5a2c16618,8,30000.0,34500.0,30,26,30,26
8a858eba5c884d2a015c9528bd4f239b,1,10000.0,13000.0,30,27,29,27
8a858ec555f96a9a0156057d6e747a06,4,10000.0,11500.0,15,31,14,31
8a858ec85a8530ec015a8535b0e3029a,3,10000.0,13000.0,30,33,33,33
8a858edd5c8348c4015c8452bc364cd7,1,10000.0,13000.0,30,34,32,34
8a858ee0560bc0770156147da1c27409,3,20000.0,24500.0,30,29,29,29
8a858ee55cb156e6015cbfb990b0329c,1,10000.0,13000.0,30,3,30,3
8a858f055d0e3d8c015d0f9033d26ff1,1,10000.0,11500.0,15,7,14,7
8a858f13556665aa01556d98b4ca0d1d,4,10000.0,12250.0,30,15,29,15
8a858f185c884965015c884afd9000c9,1,10000.0,13000.0,30,24,30,24
8a858f1e5baffcc9015bb02b505f180d,2,10000.0,11500.0,15,15,14,15
8a858f2c58dc6e680158df6c91293adc,3,10000.0,13000.0,30,35,29,35
8a858f2f54e28d530155102a418b6307,3,10000.0,11500.0,15,13,14,13
8a858f2f54e28d530155102a418b6307,1,10000.0,11500.0,15,12,14,11
8a858f34588713c201588c59c04b04cd,5,10000.0,11500.0,15,18,16,18
8a858f34588713c201588c59c04b04cd,4,10000.0,11500.0,15,22,14,22
8a858f4b5ccab528015ccad3ab0515ec,1,10000.0,11500.0,15,13,15,13
8a858f54589736f401589bd68e546ad3,7,30000.0,34400.0,30,27,31,27
8a858f54589736f401589bd68e546ad3,6,20000.0,23800.0,30,11,29,11
8a858f6057e2dba50157ec38a3a84798,4,10000.0,11500.0,15,44,15,44
8a858f675c1c43bc015c1f5eb8737aad,1,10000.0,13000.0,30,26,30,26
8a858f885aeb097f015aeb212d47162a,2,10000.0,11500.0,15,15,14,15
8a858f97594ab63d01597114ba347a39,1,10000.0,11500.0,15,12,14,12
8a858faa56dffac60156f53870fd0c9e,1,10000.0,11500.0,15,11,14,11
8a858faa56dffac60156f53870fd0c9e,6,30000.0,36800.0,60,60,29,29
8a858faa56dffac60156f53870fd0c9e,4,20000.0,24500.0,30,17,31,17
8a858faf56b7821c0156b82b996d2f03,8,30000.0,34400.0,30,28,29,28
8a858faf56b7821c0156b82b996d2f03,2,10000.0,13000.0,30,30,29,30
8a858fb65b2020b2015b239674777bad,2,10000.0,13000.0,30,32,31,32
8a858fc15b68ba6a015b70342bb3348f,1,10000.0,13000.0,30,29,29,29
8a858fcb5ca240f7015ca6656e972612,1,10000.0,13000.0,30,30,32,30
8a858fd858d5076d0158d57c62eb1635,1,10000.0,11500.0,15,9,14,9
8a858fe25b8c4e5c015b8c81bb7f1888,3,10000.0,13000.0,30,31,29,31
8a858ff25a6a19ee015a6ac2e28c67a5,3,10000.0,11500.0,15,18,14,18
8a858ffe5c44d5b6015c44dcc1b705ef,1,10000.0,11500.0,15,14,14,14
8a858e3654e2a8240155118fdd72053b,4,30000.0,34500.0,30,26,31,26
8a858e705b3a03c7015b3a431c9c1e1c,3,10000.0,11500.0,15,6,16,6
8a858f09583f9d20015840275cdc22b4,1,10000.0,11500.0,15,13,15,13
8a858f09583f9d20015840275cdc22b4,6,20000.0,23800.0,30,28,29,28
8a858f385b34d285015b3852d40b417c,2,10000.0,11500.0,15,43,14,43
8a858fda5c3b0f1c015c3f6b81446038,2,10000.0,11500.0,15,20,18,20
8a85882653d0bb500153d632dca50043,10,40000.0,44000.0,30,31,32,31
8a85882653d0bb500153d632dca50043,1,10000.0,11500.0,15,13,15,12
8a8588f754a058cb0154b405217f1d65,9,30000.0,34400.0,30,32,31,32
8a8588f754a058cb0154b405217f1d65,4,10000.0,11125.0,15,14,14,14
8a8588f754a058cb0154b405217f1d65,12,20000.0,23400.0,30,29,29,29
8a8588f754a058cb0154b405217f1d65,8,30000.0,34400.0,30,21,29,21
8a85893d53f104eb0154012858000b78,12,40000.0,44000.0,30,25,29,25
8a858faf56b7821c0156d1431b3e3d26,5,20000.0,23800.0,30,22,31,22
8a858fc259d7378a0159d9505282320d,2,10000.0,11500.0,15,15,14,15
8a858fc259d7378a0159d9505282320d,6,20000.0,21900.0,15,5,14,5
8a858fcd56b9f22c0156c2fc17763dcc,3,20000.0,24500.0,30,24,30,23
8a858fcd56b9f22c0156c2fc17763dcc,6,30000.0,34400.0,30,3,30,3
8a858fcd56b9f22c0156c2fc17763dcc,9,40000.0,47600.0,60,56,29,29
8a858fd4597cf42201597eded8940f3b,2,10000.0,13000.0,30,31,31,31
8a858fe65675195a0156766ebdb042c8,5,20000.0,21900.0,15,12,14,12
8a858eba5591bf2801559680580a1f9e,16,60000.0,68100.0,90,34,30,31
8a858eba5591bf2801559680580a1f9e,8,30000.0,36800.0,60,28,29,28
8a858eba5591bf2801559680580a1f9e,14,50000.0,57500.0,90,25,29,25
8a858eba5591bf2801559680580a1f9e,15,50000.0,57500.0,90,14,31,4
8a858ec555f96a9a0156020f154c1b12,6,20000.0,23800.0,30,9,30,9
8a858ec555f96a9a0156020f154c1b12,8,30000.0,39000.0,60,58,29,29
8a858ed4584472cf01584510df1d30d8,4,10000.0,11500.0,15,7,14,7
8a858ed4584472cf01584510df1d30d8,1,10000.0,13000.0,30,24,29,24
8a858ed4584472cf01584510df1d30d8,10,20000.0,24500.0,30,27,29,27
8a858ee755a0c84a0155bfe660ea0bcc,8,10000.0,11500.0,30,19,31,19
8a858ee755a0c84a0155bfe660ea0bcc,4,10000.0,13000.0,30,23,29,23
8a858efe5bca0a81015bcd3ec30c6022,1,10000.0,11500.0,15,0,14,0
8a858f0455d9feaf0155f5a8886a283c,1,10000.0,11500.0,15,15,14,15
8a858f08582a51bc01582e67a7e115a2,4,10000.0,11500.0,15,15,14,15
8a858f08582a51bc01582e67a7e115a2,7,20000.0,21900.0,15,10,14,10
8a858f08582a51bc01582e67a7e115a2,9,30000.0,34400.0,30,27,29,27
8a858f1554e29449015500deb58f1653,1,8000.0,10400.0,30,30,29,30
8a858f1554e29449015500deb58f1653,5,30000.0,34500.0,30,28,29,28
8a858f1554e29449015500deb58f1653,6,30000.0,32250.0,15,33,14,33
8a858f255cb1710a015cb4d46c3074f7,1,10000.0,11500.0,15,16,15,16
8a858f365b2547f3015b2fa36f67322c,2,10000.0,11500.0,15,13,17,13
8a858f365b2547f3015b2fa36f67322c,3,15000.0,16675.0,15,9,14,9
8a858f505c7e3a50015c81f70ee35ff5,1,10000.0,13000.0,30,20,29,20
8a858f5c5ad7d927015adc131c314be0,3,10000.0,11500.0,15,10,16,10
8a858f605b911d60015b9c7ded557f4b,3,10000.0,11500.0,15,12,14,12
8a858f6b570f2de901570f6e5a85207e,6,30000.0,36800.0,60,29,29,29
8a858f6b570f2de901570f6e5a85207e,9,40000.0,44800.0,30,37,29,37
8a858f6b570f2de901570f6e5a85207e,3,20000.0,22250.0,15,16,17,16
8a858f735922163501592c4f0de93a51,2,10000.0,11500.0,15,14,14,14
8a858f7e5c213ef4015c2a793b4e005d,2,10000.0,13000.0,30,29,29,29
8a858f8b57a6f4c20157adda48ff6235,1,10000.0,13000.0,30,29,29,29
8a858f955775750801577ba5e370562e,7,20000.0,23800.0,30,27,30,27
8a858f955775750801577ba5e370562e,2,10000.0,13000.0,30,0,31,0
8a858fad5bf85d5e015bf8a88d381dd3,2,10000.0,13000.0,30,28,29,28
8a858faf56939fea01569d6ff37c3e9d,7,30000.0,36800.0,60,38,29,30
8a858faf56939fea01569d6ff37c3e9d,9,40000.0,47600.0,60,28,31,28
8a858faf56939fea01569d6ff37c3e9d,4,20000.0,24500.0,30,24,29,24
8a858fb4563228d2015646984d1d3f50,5,20000.0,23800.0,30,63,30,63
8a858fb4563228d2015646984d1d3f50,3,10000.0,11500.0,15,15,14,15
8a858fbc594a495c0159650b0ede204b,3,10000.0,13000.0,30,13,29,13
8a858fbc594a495c0159650b0ede204b,5,20000.0,23800.0,30,24,29,23
8a858fc55b2548dd015b28d40a9876fe,2,10000.0,13000.0,30,30,31,30
8a858fcd56b9f22c0156c18d8e2d280f,3,20000.0,23800.0,30,41,29,41
8a858fd45a4260bc015a4651a647586f,3,10000.0,13000.0,30,27,29,27
8a858fda56562f8f015658b4c484401f,6,30000.0,34400.0,30,26,30,26
8a858fda56562f8f015658b4c484401f,11,40000.0,44800.0,30,28,29,28
8a858e69566ae5b8015674eb114d02a7,2,10000.0,11500.0,15,31,16,31
8a858e69566ae5b8015674eb114d02a7,3,10000.0,13000.0,30,26,29,26
8a858e6f5668e01701567fb07dcc076c,8,20000.0,23600.0,30,29,29,29
8a858e6f5668e01701567fb07dcc076c,7,30000.0,36800.0,60,61,31,29
8a858e6f5668e01701567fb07dcc076c,6,20000.0,23800.0,30,28,29,28
8a858e79568ec7de01568f358c252096,3,10000.0,13000.0,30,26,31,26
8a858e8a5c1c14b8015c1d9847f24af8,1,10000.0,11500.0,15,13,17,13
8a858e94580afa79015829ebf4d974d1,5,20000.0,21900.0,15,9,14,9
8a858e94580afa79015829ebf4d974d1,6,20000.0,23800.0,30,38,31,38
8a858ea55b58f026015b5b9fe1de7632,2,10000.0,13000.0,30,26,31,26
8a858eb75c21a2b9015c2ba0610e5061,1,10000.0,11500.0,15,24,14,24
8a858ec159932ece015996106bdc6ad9,2,10000.0,11500.0,15,12,14,12
8a858ec65cc6352b015cc64525ea0763,1,10000.0,11500.0,15,10,14,10
8a858edb552adcfd01553533c5ea078d,6,10000.0,13000.0,30,31,29,31
8a858ee55830c4b90158341898b03594,5,20000.0,23800.0,30,22,29,22
8a858ee55830c4b90158341898b03594,4,10000.0,13000.0,30,24,31,24
8a858ee758b4c54a0158cafdc6c6740f,4,20000.0,23800.0,30,21,29,21
8a858ee758b4c54a0158cafdc6c6740f,1,10000.0,13000.0,30,23,29,23
8a858eff5b393484015b393efe3a0bc8,1,10000.0,13000.0,30,27,29,27
8a858f125c5f88b1015c603d2810428c,1,10000.0,13000.0,30,29,32,29
8a858f285b14dddb015b14e86041057c,3,10000.0,13000.0,30,25,29,25
8a858f2c59caaf2c0159caf948612ae2,5,20000.0,22250.0,15,34,16,34
8a858f30551130db0155267824a054c9,2,10000.0,13000.0,30,30,30,30
8a858f375b493337015b494169b00e07,3,10000.0,13000.0,30,28,29,28
8a858f415686c0ab0156929b0c541685,2,10000.0,11500.0,15,7,16,7
8a858f495bcefdb9015bd2ab3dc72788,1,10000.0,13000.0,30,50,31,50
8a858f535908095c01591ce9992f00c5,1,10000.0,13000.0,30,47,29,47
8a858f5856373f8801563b682f941356,5,20000.0,21900.0,15,13,16,13
8a858f5856373f8801563b682f941356,6,30000.0,34400.0,30,42,29,42
8a858f5e599783c001599c3cf3c00419,4,15000.0,18375.0,30,31,31,31
8a858f615591c2cc01559b469f4b03e6,4,20000.0,24500.0,30,28,29,28
8a858f615591c2cc01559b469f4b03e6,7,30000.0,36800.0,60,28,29,25
8a858f6c570f2d660157238b0c4a1bdd,7,30000.0,36800.0,60,60,29,27
8a858f6c570f2d660157238b0c4a1bdd,3,15000.0,16687.5,15,14,16,14
8a858f7d5cf9aef9015cff00020175f0,1,10000.0,11500.0,15,2,15,2
8a858f8a558227f2015583bcbdc23caf,4,20000.0,24500.0,30,24,29,24
8a858f9f5679951a01567ed9c8f81a84,3,10000.0,13000.0,30,24,29,24
8a858f9f5679951a01567ed9c8f81a84,2,10000.0,13000.0,30,24,30,24
8a858fa154e2912f0154ecfb533d7a5e,3,5000.0,6125.0,30,4,29,4
8a858fa154e2912f0154ecfb533d7a5e,7,10000.0,12800.0,30,10,29,10
8a858fa459e0a1340159e4022e2a7a3c,7,30000.0,34500.0,30,28,29,28
8a858fa459e0a1340159e4022e2a7a3c,1,10000.0,11500.0,15,14,15,14
8a858fd3552c75620155484049c35a90,2,10000.0,11500.0,15,14,16,14
8a858fd3552c75620155484049c35a90,3,20000.0,22250.0,15,14,14,14
8a858fd75ba49873015ba4e0e0881d32,3,10000.0,13000.0,30,28,29,28
8a858fde5668e05501566a1fdd2c6208,12,40000.0,48000.0,60,48,29,43
8a858fde5668e05501566a1fdd2c6208,5,20000.0,21900.0,15,14,14,14
8a858fde5668e05501566a1fdd2c6208,9,30000.0,34400.0,30,29,29,29
8a858fe756939bbb0156a9dd11cf4a7c,4,30000.0,34400.0,30,28,29,28
8a858ff35acdd593015acf094819393e,2,10000.0,13000.0,30,34,29,34
8a858fff5a28d297015a31b40f36371f,5,20000.0,24500.0,30,30,32,30
8a858e2155defefd0155df91c4f63ade,10,30000.0,34400.0,30,29,29,29
8a858e2155defefd0155df91c4f63ade,11,30000.0,34500.0,30,26,29,26
8a858e2155defefd0155df91c4f63ade,5,20000.0,21900.0,15,16,16,16
8a858e6f5cd5e874015ce10297ed3893,1,10000.0,11500.0,15,14,14,14
8a858fa158f8ee8f0158fe8c5a574064,6,20000.0,21900.0,15,19,16,19
8a858fa158f8ee8f0158fe8c5a574064,1,10000.0,13000.0,30,13,32,13
8a85883353d0c4e90153dfca251168bc,6,30000.0,34500.0,30,11,29,11
8a85883353d0c4e90153dfca251168bc,3,10000.0,13000.0,30,29,29,29
8a8588f35451808f01547acafc312bc2,1,10000.0,11500.0,15,17,16,17
8a8588f35451808f01547acafc312bc2,2,10000.0,11500.0,15,14,14,14
8a8588f35451808f01547acafc312bc2,3,10000.0,11500.0,15,14,14,14
8a85898a53bc15600153c7933fdc686b,7,20000.0,24500.0,30,30,29,30
8a858f935760a618015770289121231f,2,10000.0,13000.0,30,60,29,60
8a858f9c56aaf37d0156b75f67c33f9b,8,30000.0,34400.0,30,33,29,33
